Text,Language
" These left a profound mark of their own on the language, so that English shows some similarities in vocabulary and grammar with many languages outside its linguistic clades—but it is not mutually intelligible with any of those languages either",English
ଏହା ସହିତ ଜାତୀୟ ପୋଲିସ ଅକାଦେମୀର ନିର୍ଦ୍ଦେଶକ ଅତୁଲ କରୱାଲଙ୍କୁ ଏନଡିଆରଏଫର ଡିଜି ଭାବେ ନିଯୁକ୍ତି ଦିଆଯାଇଛି,Odia
" English was adopted in parts of North America, parts of Africa, Australasia, and many other regions",English
" सर्वकारः भारतसर्वकारः, आधिकारिकरूपेण सङ्घीयशासनम् इत्युच्यते, अपि च केन्द्रीयशासनमिति ज्ञायते",Sanskrit
کٔشیٖر کٲشُر چھُ ہِندوستٲنؠ بَرِصَغیٖرُک شُمٲلؠ حِصَس مَنٛز اَکھ عَلاقہٕ,Kashmiri
ഔദ്യോഗികരേഖകളിൽ ഇന്ത്യയിലെ ഒരു പ്രാദേശികഭാഷയുടെ ഉപയോഗത്തിന്‌ ഇത് ഇന്ത്യാ ഉപഭൂഖണ്ഡത്തിൽത്തന്നെ ആദ്യ ഉദാഹരണങ്ങളിലൊന്നാണ്‌,Malayalam
கி,Tamil
ਪੰਜਾਬੀ ਸੱਭਿਆਚਾਰ ਭਾਰਤ ਅਤੇ ਪਾਕਿਸਤਾਨ ਵਿੱਚ ਹੋਈ 1947 ਈਸਵੀ ਦੀ ਵੰਡ ਕਰ ਕੇ ਪ੍ਰਭਾਵਿਤ ਹੋਇਆ,Punjabi
जगी सुख नांदो,Marathi
" इनमें बोड़ो, कछारी, जयन्तिया, कोच, त्रिपुरी, गारो, राभा, देउरी, दिमासा, रियांग, लालुंग, नागा, मिजो, त्रिपुरी, जामातिया, खासी, कार्बी, मिसिंग, निशी, आदी, आपातानी, इत्यादि प्रमुख हैं",Hindi
धेरै पहिला यो देश सुनको चरा नामले पनि जानिन्थ्यो,Nepali
பின்னர் மதராசு ஸ்டேட் என்று இருந்த பெயர் 1969 ஆம் ஆண்டு தமிழ்நாடு என்று மாற்றப்பட்டது,Tamil
ড° ডিম্বেশ্বৰ নেওগে Growth of the Asamiya Language-ত অসমীয়া ভাষাৰা জন্ম মাগধী প্ৰাকৃতৰ পৰা হোৱা বুলি চলি অহা ধাৰণাটো ভুল আৰু ই it did not stand analysis and proper scrutiny বুলি মন্তব্য কৰিছে,Assamese
त्याच़ा काही भाग संस्कृत काही भाग मराठी आहे,Marathi
बुद्ध-महावीरादयः अत्रैव अहिंसातत्त्वम् उपादिशन्,Sanskrit
" ਉੱਤਰੀ ਭਾਰਤ ਵਿੱਚ ਅੰਬਾਲਾ, ਲੁਧਿਆਣਾ, ਅੰਮ੍ਰਿਤਸਰ, ਚੰਡੀਗੜ੍ਹ, ਜਲੰਧਰ ਅਤੇ ਦਿੱਲੀ ਪ੍ਰਮੁੱਖ ਸ਼ਹਿਰੀ ਖੇਤਰ ਹਨ, ਜਿਥੇ ਪੰਜਾਬੀ ਬੋਲੀ ਜਾਂਦੀ ਹੈ",Punjabi
" कोंकणी भारतांतल्या पश्चिमी देगेर, म्हळ्यारुच कोंकण प्रांतांत आस्पावपी राज्यांनी उलयतात",Konkani
सुरु केल्लें शेनोइ गोंय्बाब हाने,Konkani
इंग्रजी काल गणनेनुसार या लेखाची तारीख १६ मे सन १०१२ अशी आहे,Marathi
আনহাতে প্ৰাক-আহোম যুগৰ কামৰূপৰ হিন্দুৰজাসকলৰ তাম্ৰফলিবোৰ সংস্কৃতত লিখা হ'লেও তাৰ মাজত সোমাই থকা অনাৰ্য শব্দসমূহে সেই সময়ৰ জনসাধাৰণৰ কথিত ভাষাটোৰ সুকীয়া অস্তিত্বৰ কথাকে সুচাই,Assamese
" English is classified as a Germanic language because it shares innovations with other Germanic languages such as Dutch, German, and Swedish",English
उन्होने तो यहाँ तक कहा था कि हिन्दी भाषा का प्रश्न स्वराज्य का प्रश्न है,Hindi
ત,Gujarati
पूर्वेली नेपाली भाषा,Nepali
" It was a chain shift, meaning that each shift triggered a subsequent shift in the vowel system",English
രാജരാജവർമ്മ കേരള ഭാഷയെ മൂന്നു ഘട്ടങ്ങളായി തിരിച്ചിട്ടുണ്ട്,Malayalam
"കൂത്ത്, കൂടിയാട്ടം എന്നിവയ്ക്കായി ഒമ്പതാം നൂറ്റാണ്ടിൽതന്നെ ആട്ടക്കഥകളും ക്രമദീപികയും രചിച്ചിട്ടുണ്ട്",Malayalam
वे हिन्दी की जड़ों को गहरा बनाती हैं,Hindi
" When they obtained political independence, some of the newly independent nations that had multiple indigenous languages opted to continue using English as the official language to avoid the political and other difficulties inherent in promoting any one indigenous language above the others",English
" તેમાંના, બ્રિટિશ પાસપોર્ટ ધરાવનારા, મોટા ભાગના યુકેમાં સ્થાયી થયા હતા",Gujarati
ಇಲ್ಲಿದೆ  ಸಂಪೂರ್ಣ ಮಾಹಿತಿ,Kannada
ಫ್ಲಿಪ್‌ಕಾರ್ಟ್‌ ನೊಂದಿಗಿನ ಪಾಲುದಾರಿಕೆಯು ಸಣ್ಣ ಪಟ್ಟಣಗಳು ಮತ್ತು ನಗರಗಳಲ್ಲಿ ಫ್ಲಿಪ್‌ಕಾರ್ಟ್‌ಗೆ ತಲುಪುವ ಮೂಲಕ ವ್ಯಾಪಕವಾದ ವ್ಯಾಪಾರಿಗಳನ್ನು ತಲುಪಲಿದೆ,Kannada
फरवरी 2019 में अबू धाबी में हिन्दी को न्यायालय की तीसरी भाषा के रूप में मान्यता मिली,Hindi
कोंकणी भास मोस्त लिपिंत बोरोइलें झाता,Konkani
এই ভাষা থেকে অবশেষে অর্ধ-মাগধী প্রাকৃতের বিকাশ ঘটে,Bengali
മലയാള ഭാഷ സംസ്കൃതത്തിൽ നിന്ന് ഉദ്ഭവിച്ചതാണെന്നും അതല്ല സംസ്കൃതവും തമിഴും കൂടിക്കലർന്ന ഒരു മിശ്രഭാഷയാണെന്നും ആദ്യകാലങ്ങളിൽ വിശ്വസിച്ചിരുന്നു,Malayalam
ইয়াক ঘাইকৈ উত্তৰ-পূব ভাৰতৰ অসমত ব্যৱহাৰ কৰা হয়,Assamese
"ख्रिस्तपूर्व २०००-५०० अवधौ,वेदाः लिखितस्वरूपे अवलब्धाः",Sanskrit
اِقبال ہٕنٛدؠ اُردوٗ شٲیِری چھےٚ وُہِم صٔدی ہٕچ سارِوٕے کھۄتہٕ مَہان ماننہٕ یِوان,Kashmiri
അമ്പതോളം സംഘകാല എഴുത്തുകാർ കേരളീയരായിരുന്നുവത്രെ,Malayalam
" ১৭৩৪ থেকে ১৭৪২ খ্রিষ্টাব্দের মধ্যে ভাওয়াল জমিদারীতে কর্মরত অবস্থায় পর্তুগিজ খ্রিস্টান পুরোহিত ও ধর্মপ্রচারক ম্যানুয়েল দ্য আসুম্পসাও সর্বপ্রথম ভোকাবোলারিও এম ইডিওমা বেঙ্গালা, এ পোর্তুগুয়েজ ডিভিডিডো এম দুয়াস পার্তেস (পর্তুগিজ: Vocabolario em idioma Bengalla, e Portuguez dividido em duas partes) নামক বাংলা ভাষার অভিধান ও ব্যাকরণ রচনা করেন",Bengali
ഇപ്രകാരമൊരു മാറ്റം സംഭവിക്കുവാനുള്ള കാരണമായി ചൂണ്ടിക്കാട്ടുന്നതു ഈ വക കാര്യങ്ങളാണ്:മലനാട് മറ്റു തമി നാടുകളിൽ നിന്നു സഹ്യപർവ്വതം എന്ന കിഴക്കേ അതിരിനാൽ വേർതിരിഞ്ഞു കിടക്കുന്നത് പ്രാദേശികമായുള്ള ആചാരങ്ങളും ജീവിതവീക്ഷണങ്ങളു നമ്പൂതിരിമാരും ആര്യസംസ്കാരവും,Malayalam
" ఈ విధంగా, తెలుగులో, 16 అచ్చులు, 3 విశేష అచ్చులు, 41 హల్లులు చేరి మొత్తం 60 సంకేతాలు ఉన్నాయి",Telugu
" વ્યાકરણની દૃષ્ટિએ, નવો બહુવચન-સૂચક -o (ઓ) પ્રત્યય/ઉચ્ચાર વિકસ્યો",Gujarati
" जस्तै  वम्श[स्रोत नखुलेको], कम्स, सम्सार (वंश, कंस, संसार ) आदि ",Nepali
"English has developed over the course of more than 1,400 years",English
ओम पश्चिम समुद्राधीपती श्री कोकण चक्रीवर्ती श्री केसिदेवराय यांचा महाप्रधान भइर्जु सेणुई याने शक संवत ९३४ परिधावी संवत्सर अधिक मासात शुक्रवारी वद्यपक्षात देवीचा बोढणासाठी नऊ कुंवली धान्य दान केले,Marathi
The Great Vowel Shift affected the stressed long vowels of Middle English,English
" બીજે બધે, જેમ કે ચીન (ખાસ કરીને હોંગકોંગ), ઇન્ડોનેશિયા, સિંગાપુર, ઓસ્ટ્રેલિયા અને મધ્ય પૂર્વના દેશો જેમ કે બહેરીન વગેરેમાં ગુજરાતી ઓછા પ્રમાણમાં બોલાય છે",Gujarati
حَوالہٕ پروفیسجے,Kashmiri
" ટાટા, નરેન્દ્ર મોદી અને મહમદ અલી ઝીણાનો સમાવેશ થાય છે",Gujarati
ই অসমৰ ৰাজ্যিক ভাষা,Assamese
गोंयांत कोंकणी हिंद्वांचे मोराठी वोट्टु द्वि-भासी आस्ल्यान मोस्त झाल्यात कारण थोड्या लोकान हें मोतलोब काड्लो की कोंकणी मोराठीची बोलि आसा आनी हें गोंय्च्या फुडाराचेर प्रोभाव पोड्लो,Konkani
" আ-কারের পরস্থিত ই-কার ও উ-কার ধ্বনির ক্ষীণতা, এবং পাশাপাশি দুই স্বরধ্বনির স্থিতি",Bengali
साधारणतः इ,Marathi
" தமிழ்நாடு, ஏறத்தாழ 6000 ஆண்டுகளுக்கு மேல் பழமையான வரலாற்றைக் கொண்டுள்ளது",Tamil
" புவியியல் எல்லைகளாக வடக்கே கிழக்குத் தொடர்ச்சி மலைத்தொடரும், மேற்கே மேற்குத் தொடர்ச்சி மலைத்தொடரின் நீலமலை வீச்செல்லை, ஆனை மலை வீச்செல்லை, பாலக்காடு கணவாய் ஆகியவையும் கிழக்கில் வங்காள விரிகுடாக் கடலும், தென்கிழக்கில் மன்னார் வளைகுடா, பாக்கு நீரிணை ஆகியவையும் தெற்கில் இந்தியப் பெருங்கடலும் உள்ளன",Tamil
ഇതു ദ്രാവിഡ ഭാഷാ കുടുംബത്തിൽപ്പെടുന്നു,Malayalam
ആദിദ്രാവിഡത്തിൽ നിലനിന്ന തായ്-മാർ എന്ന തരം ബഹുവചനപ്രത്യയരൂപം തമിഴിൽ ഇല്ലാതായി,Malayalam
मराठी मातृभाषा असणाऱ्या लोकांच्या संख्येनुसार मराठी ही जगातील दहावी व भारतातील तिसरी भाषा आहे,Marathi
૧૧૦૦-૧૫૦૦)માંથી થયો છે,Gujarati
ಸರ್ಕಾರವೂ ಸಹ ರೈತರಿಗೆ ಅನುಕೂಲವಾಗಲೆಂದು ಸಬ್ಸಿಡಿಯಲ್ಲಿ ಕೃಷಿ ಯಂತ್ರೋಪಕರಣಗಳ ಖರೀದಿಗೆ ಸಹಾಯ ಮಾಡುತ್ತಿದೆ,Kannada
"૫૬ કરોડ લોકો ગુજરાતી ભાષા બોલે છે, જે ભારતની વસ્તીના લગભગ ૪",Gujarati
இவர்கள் தென்னிந்தியாவில் 400 ஆண்டுகள் ஆதிக்கம் செலுத்தினர்,Tamil
مثلاً انگریزی میں کہیں گے وی سا آ لائن,Urdu
" অনেকে বলেন, মধ্যযুগে প্রাচীন সাহিত্যসমূহের অনেকগুলোকেই আর পাওয়া যায়না, যার ফলে সেসময়কার অনেক শব্দই আমাদের ধরাছোঁয়ার বাইরে",Bengali
તે બૃહદ ઇન્ડો-યુરોપિયન ભાષા કુટુંબનો ભાગ છે,Gujarati
" सम्पूर्ण भारतवर्ष में बोली और समझी जाने वाली (बॉलीवुड के कारण) देशभाषा हिन्दी है, यह राजभाषा भी है तथा सारे देश को जोड़ने वाली सम्पर्क भाषा भी",Hindi
"भारत वा गणतन्त्र भारत (हिन्दी: भारत गणराज्य), पौराणिक जम्बुद्वीप, दक्षिण एसियामा अवस्थित एउटा देश हो",Nepali
" ১৭শ শতিকা মানত অসমীয়া লিপিৰ তিনিটা শৈলী গঢ় লৈ উঠে (কাইথেলী, বামুণীয়া আৰু গড়গঞা লিপি) যি ছপা আখৰৰ সৃষ্টিৰ পিছত আধুনিক লিপিৰ ৰূপ পায়",Assamese
"In the 20th century the growing economic and cultural influence of the United States and its status as a superpower following the Second World War has, along with worldwide broadcasting in English by the BBC and other broadcasters, caused the language to spread across the planet much faster",English
ऐसी बोलियों में ब्रजभाषा और अवधी प्रमुख हैं,Hindi
" ग्रेस्त क्रीस्तांव कोंकणी वापोर्तेले तर गोरिब आनी खाल्त्या झातिच्या लोकांकोडे उलौंकच्च, आनी सामाजिक कार्यांत पुर्तुगेज उलोइतोले",Konkani
" गोंया, महाराश्ट्रांतलो कोंकण विभाग,, केनरा, (कर्नाटक) आनी केरळांतल्या थोड्या जाग्यांनी ही भास उलयतात",Konkani
తెలుగు లిపి ఇతర భారతీయ భాషా లిపులలాగే ప్రాచీన బ్రాహ్మీ లిపి నుండి ఉద్భవించింది,Telugu
मराठी भाषा ही इंडो-युरोपीय भाषाकुळातील एक भाषा आहे,Marathi
پُشپ; اختر محی الدی کٲشِر ڈِکشَنری جموں اینڈ کشمیر اکیڈیمی آف آرٹ کلچر اینڈ لینگویجزر پروفیسجے,Kashmiri
স্পৰ্শধ্বনিবোৰৰ ভিতৰত ঘোষ আৰু অঘোষ দুই বিধৰ আছে,Assamese
తెలుగులోని స్పష్టమైన మొట్టమొదటి ప్రాచీన శిలాశాసనం 7వ శతాబ్దమునకు చెందినది,Telugu
بھارت کی فلم انڈسٹری جو کہ دنیا کی سب سے بڑی فلم انڈسٹریز میں سے ایک ہے اور جہاں ہر سال اربوں روپے کی فلمیں بنتی ہیں,Urdu
" தமிழ்நாடு பண்டைக் காலத்தில் சேர, சோழ, பாண்டிய, பல்லவ மன்னர்களால் ஆளப்பெற்றது",Tamil
उक्त प्रगति विशेषत: आर्थिक र सैनिक क्षेत्रमा एक क्षेत्रीय शक्ति र विश्व शक्ति राष्ट्रको रूपमा देखिन थालेको छ,Nepali
देशभरातील एकूण ग्रंथालयांतली २५ टक्के ग्रंथालये एकट्या महाराष्ट्रात आहेत[ संदर्भ हवा,Marathi
[9] മലയാളം എന്ന പദം (malayalam) ഇംഗ്ലീഷിൽ എഴുതിയാൽ അനുലോമവിലോമപദം കൂടിയാണ്; അതായത് ഇരുവശത്ത് നിന്നും വായിച്ചെടുക്കാൻ സാധിക്കുന്ന പദമാണ്,Malayalam
तिस्रें पोव्टीं १६८३-१७४०च्या पुर्तुगेझ आनी मोराठा सांम्राज्या।मोराठ्यां मोधें लोडाई च्या वेळार,Konkani
लेख देवनागरी लिपीत असून भाषा संस्कृत व मराठी मिश्र आहे,Marathi
ఇందులో ఒక నామవాచకానికి దాని ఉపయోగాన్ని బట్టి ప్రత్యేకమైన అక్షరాలు చేర్చబడతాయి,Telugu
یہِ اوس جۆم تہٕ کٔشیٖرُک ؤزیٖرِ اعلا,Kashmiri
ତେବେ ବର୍ତ୍ତମାନ ସରକାରଙ୍କଦ୍ୱାରା ପୁନର୍ବାର ତାକୁ କାର୍ଯ୍ୟକାରୀ କରିବାକୁ ଦୃଢ ନିଷ୍ପତ୍ତି ନିଆଯାଇ ତାହାକୁ ଲାଗୁ କରାଯାଇଛି,Odia
" ബ്രാഹ്മണരിൽ നിന്നു സംസ്കൃതവും സാമാന്യജനത്തിന്റെ ഭാഷയിലേക്ക് പകർന്നു പോരുകയും, കൊടുംതമിഴും സംസ്കൃതവും ക്രമാനുഗതമായ പരിവർത്തനഫലമായി മലയാണ്മയെന്ന ഭാഷ രൂപപ്പെടുകയുമാണുണ്ടായത്",Malayalam
ಇದರ ಮೂಲಕ ಫ್ಯಾಷನ್ ಅನ್ನು ಪ್ರಜಾಪ್ರಭುತ್ವಗೊಳಿಸುವ ನಿಟ್ಟಿನಲ್ಲಿ ಅರ್ಬಾನಿಕ್ ಅನ್ನು ಶಕ್ತಗೊಳಿಸುತ್ತದೆ,Kannada
" Both names derive from Anglia, a peninsula on the Baltic Sea, which is not to be confused with East Anglia, the Eastern part of England that comprises the counties of Norfolk, Suffolk and Essex",English
সুতরাং ১৩৫০ হতে ১৪৫০ অবধি শতাব্দ কালের কতটা প্রাচীন বাংলার অন্তর্গত ছিল এবং কতটা আদি-মধ্য বাংলার অন্তর্গত ছিল তা নিশ্চয় করে বলবার উপায় নাই,Bengali
یہ زبان برطانیہ، امریکا، کینیڈا، جرمنی، ناروے اور آسٹریلیا میں مقیم جنوبی ایشیائی مہاجرین بولتے ہیں,Urdu
یمن مَنٛز چھ واریاہ فرقہ,Kashmiri
ଓଡ଼ିଶା ବିଧାନ ସଭାରେ 1954 ମସିହା ଓଡ଼ିଆ ଭାଷାର ସରକାରୀ ସ୍ତରରେ ବ୍ୟବହାର ପାଇଁ ଆଇନ ହେଇଥିଲା,Odia
" पुर्तुगेझ भाशेचे औपचारिक भास जावन, क्रीस्तांवां मोधें पुर्तुगेझ भाशेचो वोड्ड प्रोभाव,हिंद्वां मोधें मोराठी भासेचो प्रोथोम स्थोल आनी हिंद्वा-क्रीस्तांवा मोधें ओंतोर आसुन कोंकणि भासेची हालत बेकार झालेलि",Konkani
రాయలసీమ భాష:రాయలసీమ ప్రాంతపు భాషను రాయలసీమ మాండలికం అని అంటారు,Telugu
دکنی - اس کو دکھنی، دیسیا، مرگان نام سے بھی جانا جاتا ہے,Urdu
اس نظرئے کے مطابق اردو قوم کی تعداد ساری دنیا میں 30 کروڑ سے تجاوز کر جاتی ہے,Urdu
" अफ़गानिस्तान के बाद सिन्धु नदी के इस पार हिन्दुस्तान के पूरे इलाके को प्राचीन फ़ारसी साहित्य में भी हिन्द, हिन्दुश के नामों से पुकारा गया है तथा यहाँ की किसी भी वस्तु, भाषा, विचार को विशेषण के रूप में हिन्दीक कहा गया है जिसका मतलब है हिन्द का या हिन्द से",Hindi
विशेषण विशेष्य-के पहले लगता है,Hindi
ভারতের আন্দামান ও নিকোবর দ্বীপপুঞ্জ কেন্দ্রশাসিত অঞ্চলের অধিকাংশ অধিবাসী বাংলা ভাষায় কথা বলে থাকেন,Bengali
क्रि. श. १०१० तमे वर्षे चोळैः तमिलुनाडुराज्यस्य तञ्जावूरुप्रदेशे निर्मितः बृहदेश्वरदेवालयः,Sanskrit
England and English (originally Ænglaland and Ænglisc) are named after the Angles,English
" কিন্তু ভাষা স্থির ছিল না: সেসময় ভাষার বিভিন্ন রূপ বা ভ্যারাইটির সহাবস্থান ছিল, আর সেসময়ে লেখকগণ প্রায়ই একাধিক উপভাষায় লিখেছিলেন",Bengali
विश्व आर्थिक मंच की गणना के अनुसार यह विश्व की दस शक्तिशाली भाषाओं में से एक है,Hindi
" British English is also undergoing change under the influence of American English, fuelled by the strong presence of American English in the media and the prestige associated with the US as a world power",English
मराठी भाषेचा गौरव ज्ञानेश्वरांनी त्यांच्या साहित्यातून ही केलेला दिसून येतो,Marathi
یہ زبان دکن بھارت میں بولی جاتی ہے,Urdu
" ஆங்கிலேயப் படையெடுப்பு நிகழும் வரை, சேரர்களின் ஆளுகைக்கு உட்பட்டு இருந்த சிறிய நிலப்பகுதி, பெரும்பாலும் வேறெவருடைய படையெடுப்பிற்கும் ஆளாகாமல் இருந்தது",Tamil
देवनागरी में 11 स्वर और 33 व्यंजन हैं,Hindi
75 കോടി ജനങ്ങൾ മലയാള ഭാഷ സംസാരിക്കുന്നുണ്ട്,Malayalam
संविधानरीत्या पञ्चाशदधिकनवदशशत (१९५०) तमे क्रिस्ताब्दे जनवरिमासे षड्विंशतितमे दिनाङ्के भारतं सार्वभौममहाराज्यत्वेन उद्घोषितम्,Sanskrit
" As of 2005, it was estimated that there were over 2 billion speakers of English",English
" In the Middle English period, the use of regional dialects in writing proliferated, and dialect traits were even used for effect by authors such as Chaucer",English
500க்கும் முன்பிருந்தே இப்பகுதியில் தமிழர்கள் வாழ்ந்து வந்துள்ளனர்,Tamil
"ਮਾਰਵਾੜੀ, ਰਾਜਸਥਾਨੀ ਦੀ ਉਪ-ਬੋਲੀ ਹੈ ਤੇ ਮਾਰਵਾੜੀ ਦਾ ਸਥਾਨਕ ਰੂਪ ਬਾਗੜੀ ਹੈ",Punjabi
" આ સંખ્યામાં થોડા પૂર્વ આફ્રિકન ગુજરાતીઓનો પણ સમાવેશ થાય છે, જેઓ નવા સ્વતંત્ર થયેલા નિવાસી દેશોમાં (ખાસ કરીને યુગાન્ડા, જ્યાં ઇદી અમીને 50,000 એશિયનોને હાંકી કાઢ્યા હતા) ભેદભાવ અને આફ્રિકનકરણની નીતિઓ વધતા, ભવિષ્ય અને નાગરિકતાની અનિશ્ચિતતા હેઠળ હતા",Gujarati
म्हाराष्ट्रांत देवनगरि लिपिचो वपोर कोर्न्यात आइलो आनी कोर्णाटोकांत वोस्तेले कोंकणी लोकान कोन्नोड लिपिंत बोरोउंक सुरु केलें,Konkani
" নাসিক্য, পাৰ্শ্বিক, আৰু কম্পিত ধ্বনিৰ আটাইবোৰ ঘোষ ধ্বনি",Assamese
অসমীয়া ভাষা (ইংৰাজী: Assamese language)হৈছে সকলোতকৈ পূৰ্বীয় ভাৰতীয়-আৰ্য ভাষা,Assamese
تٔمؠ سُنٛد مول اوس اَکھ أمیٖر ؤکیٖل تہٕ پَتہٕ کانٛگریسُک سِیاسَتھ دان موتی لال نِہروٗ تہٕ مٲج ٲسؠ سوَٛروٗپ رانی نِہروٗ,Kashmiri
ਇਸ ਉਦੇਸ਼ਕਾ ਤੋਂ ਹੀ ਪਤਾ ਲੱਗਦਾ ਹੈ ਕਿ 1965 ਦੇ ਐਕਟ ਦੇ ਉਲਟ ਇਸ ਐਕਟ ਰਾਹੀਂ ਦਫ਼ਤਰਾਂ ਵਿੱਚ ਹੁੰਦੇ ਸਾਰੇ ਕੰਮਾਂ ਦੀ ਥਾਂ ਕੁਝ ਕੁ ਕੰਮ ਹੀ ਪੰਜਾਬੀ ਵਿੱਚ ਕੀਤੇ ਜਾਣ ਬਾਰੇ ਸੋਚਿਆ ਗਿਆ,Punjabi
مثلاً عربی تائے مربوطہ (ة) کو (ہ) یا (ت) میں بدل دیا جاتا ہے,Urdu
" Middle English began in the late 11th century with the Norman conquest of England; this was a period in which English was influenced by Old French, in particular through its Old Norman dialect",English
नागरिकानां शासनार्थे मूलभूतानि नागराणि आपराधिकानि वा विधानानि संसदि एव विधिनिर्माणद्वारा स्थाप्यन्ते,Sanskrit
ಫ್ಲಿಪ್ ಕಾರ್ಟ್ ತನ್ನ ಮಾರ್ಕೆಟ್ ಪ್ಲೇಸ್ ಪ್ಲಾಟ್ ಫಾರ್ಮ್ ನಲ್ಲಿ ಅತ್ಯುತ್ಕೃಷ್ಠವಾದ ಗುಣಮಟ್ಟವನ್ನು ಕಾಯ್ದುಕೊಳ್ಳುವ ನಿಟ್ಟಿನಲ್ಲಿ ತನ್ನ ಪ್ಯಾಕೇಜಿಂಗ್ ಮತ್ತು ಸಂಸ್ಕರಣಾ ಘಟಕಗಳಿಗೆ (ಪ್ರಾದೇಶಿಕ ಪ್ಯಾಕೇಜಿಂಗ್ ಕೇಂದ್ರಗಳು) ಎಫ್ ಪಿಒ ಭೇಟಿಗಳನ್ನು ಆಯೋಜಿಸಿದೆ,Kannada
கி,Tamil
अथावा पुरुवंशो पूर्वं भरतः इति महान् चक्रवर्तीराजा आसीत् तेन प्रशासितायाः भूमेः इदम् नाम आगतम् इत्यन्या,Sanskrit
മൂലദ്രാവിഡഭാഷയിൽ എഴുതപ്പെട്ടതാണ് സംഘം കൃതികളെന്നും ഈ ഭാഷയിൽ നിന്ന് ഉരുത്തിരിഞ്ഞതാണ് തമിഴും മലയാളവുമെന്നും ചൂണ്ടിക്കാണിക്കപ്പെടുന്നു,Malayalam
তবে সেই সঙ্গে সাহিত্যে ব্যবহারের দিকেও লক্ষ্য রাখলে ১৮০০ খ্রীঃ ধরতে হয়,Bengali
" 1000 ई॰ के आसपास इसकी स्वतन्त्र सत्ता का परिचय मिलने लगा था, जब अपभ्रंश भाषाएँ साहित्यिक सन्दर्भों में प्रयोग में आ रही थीं",Hindi
پاکستان میں اُردو اخباروں کی ایک بڑی تعداد چھپتی ہے جن میں روزنامہ جنگ، روزنامہ نوائے وقت اور ملّت شامل ہیں,Urdu
" ಪಶು ಇಲಾಖೆಯ ತಜ್ಞರಿಂದ ಮಾಹಿತಿ ಪಡೆಯಲು ಬಯಸಿದ್ದರೆ ಈ ಉಚಿತ ಸಹಾಯವಾಣಿಗೆ ಕರೆ ಮಾಡಿದರೆ ಸಾಕು ನಿಮ್ಮ ಜಿಲ್ಲೆಯ, ತಾಲೂಕಿನ ಪಶು ಇಲಾಖೆಯ ಸಿಬ್ಬಂದಿಯೊಂದಿಗೆ ಸಂಪರ್ಕ ನೀಡಲಾಗುವುದು",Kannada
பி,Tamil
પાકિસ્તાની ગુજરાતી કદાચિત ગામડિયાની એક ઉપબોલી છે,Gujarati
ગુજરાતી સંસ્કૃત ભાષામાંથી વિકસિત થયેલી આધુનિક ઈન્ડો-આર્યન ભાષા છે,Gujarati
", બ્રિટનના સ્કૉટલૅન્ડ અને નૉર્થ આયર્લૅન્ડ જેવા ઘટકો આજે પણ સ્થાનિક વિનિમયવ્યવહાર માટે પોતાની અલાયદી બૅંકનોટો કાઢી આપતી હોય છે, જોકે તેવી નોટો કાયદેસરનું નાણું ગણાતી નથી",Gujarati
કે,Gujarati
অন্যান্য পূর্বাঞ্চলীয় ইন্দো-আর্য ভাষাসমূহের মতো বাংলাও সংস্কৃত ও মগধী প্রাকৃত থেকে ১০০০-১২০০ খ্রিস্টাব্দে বিকশিত হয়,Bengali
" प वर्ग अक्षर, अनुस्वार उच्चारण हुँदा अर्ध म / म् वर्ण अघि, प फ ब भ म वर्ण पछि हुँदछ",Nepali
4వ శతాబ్దిలో మెగస్తనీసు అనే గ్రీకు రాయబారి ఆంధ్రులు గొప్ప సైనికబలం ఉన్నవారని వర్ణించాడు,Telugu
सिन्धु' सिन्धु नदी को कहते थे और उसी आधार पर उसके आस-पास की भूमि को सिन्धु कहने लगे,Hindi
کچھ بھارتی مدرسے اُردو کو پہلی زبان کے طور پر پڑھاتے ہیں، اُن کا اپنا خاکۂ نصاب اور طریقۂ امتحانات ہیں,Urdu
" कभी-कभी 'हिन्दी' शब्द का प्रयोग नौ भारतीय राज्यों के सन्दर्भ में भी उपयोग किया जाता है, जिनकी आधिकारिक भाषा हिन्दी है और हिन्दी भाषी बहुमत है, अर्थात् बिहार, छत्तीसगढ़, हरियाणा, हिमाचल प्रदेश, झारखण्ड, मध्य प्रदेश, राजस्थान, उत्तराखण्ड, जम्मू और कश्मीर (२०२० से) उत्तर प्रदेश और राष्ट्रीय राजधानी क्षेत्र दिल्ली का",Hindi
" ಈ ಎಫ್ ಪಿಒಗಳ ಭೇಟಿಯ ಸಂದರ್ಭದಲ್ಲಿ ಗುಣಮಟ್ಟ ತಂಡಗಳು ತಮ್ಮ ತಂಡಗಳೊಂದಿಗೆ ಫ್ಲಿಪ್ ಕಾರ್ಟ್ ನ ಉತ್ಪನ್ನ ಗುಣಮಟ್ಟ, ಆಹಾರ ಸುರಕ್ಷತೆ ಮತ್ತು ತರಬೇತಿ ನೀಡುವ ಸೆಶನ್ ಗಳನ್ನು ನಡೆಸಿಕೊಡಲಿವೆ",Kannada
Old English is essentially a distinct language from Modern English and is virtually impossible for 21st-century unstudied English-speakers to understand,English
تیرہویں سے اٹھارویں صدی تک اردو کو عام طور پر ہندی ہی کے نام سے پکارا جاتا رہا,Urdu
